ItemNo,Description1,client,B408020,B193818
A-KIRO-010W,ขวด RO ลูกกลิ้ง 10ml สีขาว,DEFAULT,,300
A-KIRO-015C,ขวด RO ลูกกลิ้ง 15ml สีใส,DEFAULT,,200
A-KIRO-015W,ขวด RO ลูกกลิ้ง 15ml สีขาว,DEFAULT,,200
A-KIRO-060C,ขวดโรลออน 60มลใสฝาขาว,DEFAULT,,50
A-KIRO-CAP05C,ฝา RO (5) สีใส,DEFAULT,,600
A-KIRO-CAP05W,ฝา RO (5) สีขาว,DEFAULT,,600
A-KIRO-CAP10/15C,ฝา RO (10/15) สีใส,DEFAULT,,600
A-KIRO-CAP10/15W,ฝา RO (10/15) สีขาว,DEFAULT,,600
A-KIRO-JOOK05,จุกลูกกลิ้ง RO (5),DEFAULT,,600
A-KIRO-JOOK10/15,จุกลูกกลิ้ง RO (10/15),DEFAULT,,600
A-KISE-003WG,ขวดเซรั่มขาว3ml+ฝาทอง2ชั้น,DEFAULT,,600
A-KIWK01-030C,ขวด Work01-30ml สีใส,DEFAULT,,150
A-KIWK01-CAP30W,ฝา Work01 (30) สีขาว,DEFAULT,,600
A-KIWK01-SI-WK,ยางซิลิโคน Work01 (30) สีขาวกากเพชร,DEFAULT,,200
A-KIWK02-030CW,ขวด Work02-30ml สีใส ยางขาว,DEFAULT,,100
A-KIWK02-CAP30C,ฝา Work02 (30) สีใส,DEFAULT,,600
A-KIWK03-045CW,ขวด Work03-45ml สีใสขอบขาว TL,DEFAULT,,50
A-KIWK03-SPW,ฝา Work03 TL (45) สีขาว,DEFAULT,,600
A-NR18-060C,ขวด PET NRคอ18 - 60ml ใส,DEFAULT,,50
A-NR18-100BR,ขวด PET NRคอ18 - 100ml น้ำตาลโกโก้,DEFAULT,,50
A-NR18-100C,ขวด PET NRคอ18 - 100ml ใส,DEFAULT,,50
A-NR28-100C,ขวด PET100 คอ 28 ใส,DEFAULT,,50
A-NRR38-250C,ขวด NR R38-250ml สีใส,DEFAULT,75,
A-NRR38-500C,ขวด NR R38-500ml สีใส,DEFAULT,60,
A-NRR38-CAP-B,ฝา NR R38 สีดำ,DEFAULT,,
A-NRR38-CAP-W,ฝา NR R38 สีขาว,DEFAULT,,
A-NRT18-060BR,ขวด PET RTคอ18 - 60ml น้ำตาลใส,DEFAULT,300,50
A-NYMR-080W,ขวดยากลม PVC 80 กรัม (ตัวขวด),DEFAULT,,
A-NYMR-CAPW,ฝาฉีกขาว (ขวดกลมPVC80/240),DEFAULT,,
A-OTVE-035C,ขวดแจกันใส 35ml,DEFAULT,,200
A-OTVE-050CC,ขวดแจกันใส 50ml,DEFAULT,,100
A-OTVE-CAP-050B,ฝาขวดแจกันดำ (50),DEFAULT,,500
A-OTVE-CAP-050C,ฝาขวดแจกันใส,DEFAULT,,500
A-PEFM-250B,ขวด PEฟอกกี้-FM250ดำ,DEFAULT,100,
A-PEFM-250C,ขวด PEฟอกกี้-FM250ใส,DEFAULT,100,
A-PEFM-250W,ขวด PEฟอกกี้-FM250ขาว,DEFAULT,100,
A-PEFM-500C,ขวด PEฟอกกี้-FM500ใส,DEFAULT,75,
A-PEUL-030W,ตัวขวดอัลตร้า30กรัมขาว,DEFAULT,100,100
A-PEUL-070W,ตัวขวดอัลตร้า70กรัมขาว,DEFAULT,300,50
A-PEUL-CAP-G,ฝาขวดอัลตร้าเขียว,DEFAULT,,200
A-PEUL-CAP-O,ฝาขวดอัลตร้าส้ม,DEFAULT,,200
A-PEUL-CAP-P,ฝาขวดอัลตร้าชมพู,DEFAULT,,200
A-PEUL-JOOK,จุกใน อัลตร้า,DEFAULT,,800
A-PEUV-050GO,ตัวขวดยูวี50กรัมทอง,DEFAULT,100,100
A-PEUV-050N,ตัวขวดยูวี50กรัมนํ้าเงิน,DEFAULT,100,100
A-PEUV-050P,ตัวขวดยูวี50กรัมชมพู,DEFAULT,100,100
A-PEUV-050W,ตัวขวดยูวี50กรัมขาว,DEFAULT,100,100
A-PEUV-CAP-GD,ฝาขวดยูวีทองด้าน,DEFAULT,,300
A-PEUV-CAP-GG,ฝาขวดยูวีทองเงา,DEFAULT,,300
A-PEUV-CAP-SD,ฝาขวดยูวีเงินด้าน,DEFAULT,,300
A-PEUV-CAP-SS,ฝาขวดยูวีเงินเงา,DEFAULT,,300
A-PEUV-Jook,จุกขวด UV,DEFAULT,,1000
A-P-LOC03-030C,ขวดกลมใสฝาโหลใส 30ml เฉพาะขวด,DEFAULT,,100
A-P-LOC03-040N,ขวดกลมใสฝาโหลนํ้าเงิน 40ml เฉพาะขวด,DEFAULT,,100
A-P-LOC03-050C,ขวดกลมใสฝาโหลใส 50ml เฉพาะขวด,DEFAULT,,50
A-P-LOC03-CAP-B,ฝา LOC3 ดำ,DEFAULT,,400
A-P-LOC03-CAP-C,ฝา LOC3 ใส,DEFAULT,,400
A-P-LOC07-040N,ตัวขวด LOC7-40ml นํ้าเงิน,DEFAULT,,
A-P-LOC08-040B,ตัวขวด LOC8-50ml ดำ,DEFAULT,,
A-P-LOC08-CAP-B,ฝา ขวด LOC8 ดำ,DEFAULT,,150
A-P-LOC09-060C,ตัว ขวด LOC9-60ml ใส,DEFAULT,300,
A-P-LOC09-CAP-C,(ฝา) ขวด LOC9 ใส,DEFAULT,,500
A-P-LOC10-020C,ตัว ขวด LOC10-20ml ใส,DEFAULT,,200
A-P-LOC10-CAP-C,ฝา ขวด LOC10 ใส,DEFAULT,,500
A-PN30-30,ขวด PN30 เฉพาะขวด,DEFAULT,,
A-PNYUF-030C,ขวด YUF 30 มล ใส,DEFAULT,,
A-PNYUF-050C,ขวด YUF 50 มล ใส ฝาขาว/ดำ/ใส,DEFAULT,,
A-PNYUF30-CAPB,ฝาของขวด YUF30 สีดำ,DEFAULT,,500
A-PNYUF30-CAPC,ฝาของขวด YUF30 สีใส,DEFAULT,,500
A-PRAU-005C,ตัวขวด มาสคาร่า AU 5ml สีใส,DEFAULT,,400
A-PRAU-CAP005B,ฝา ขวดมาสคาร่า AU (5) สีดำ,DEFAULT,,400
A-PRAU-Jook005C,จุก ขวดมาสคาร่า AU (5) สีใส,DEFAULT,,800
A-PRBA-040C,ขวดเบบี้ 40ml พร้อมฝา,DEFAULT,,100
A-PRMJ-500C,ขวดเหลี่ยมลูกเต๋ามูจิ 500ml,DEFAULT,,
A-PRRR-008CG,ขวดลิบกรอสกลมรุ่น RR 8cc ใสขอบทองชุด (เฉพาะตัวขวด),DEFAULT,,200
A-PRRR-008CS,ขวดลิบกรอสกลมรุ่น RR 8cc ใสขอบเงินชุด (เฉพาะตัวขวด),DEFAULT,,200
A-PRRR-CAPGO,ฝาลิบกรอสกลมรุ่น RR สีทองด้าน,DEFAULT,,300
A-PRRR-CAPS,ฝาลิบกรอสกลมรุ่น RR สีเงินด้าน,DEFAULT,,300
A-PRRR-Jook,จุกในลิปกรอส รุ่น RR สีใส,DEFAULT,,500
A-PRRS-005CB,ตัว ขวดลิปจิ้มจุ่ม RS 5ml ใสฝาดำ,DEFAULT,,300
A-PRRS-CAP05-B,ฝา ขวดลิปจิ้มจุ่ม RS (5) ดำ,DEFAULT,,300
A-PRRS-CAP05-W,ฝา ขวดลิปจิ้มจุ่ม RS (5) ขาว,DEFAULT,,300
A-PRRS-Jook05,จุก ขวดลิปจิ้มจุ่ม RS (5),DEFAULT,,800
A-PRSS-R200,ขวดเกลือกลม 200ml,DEFAULT,100,
A-PRSS-S100,ขวดเกลือเหลี่ยม 100ml,DEFAULT,150,
A-PRSS-S300,ขวดเกลือเหลี่ยม 300ml,DEFAULT,,
A-PRSS-SCap100,ฝาไม้ก๊อกของขวดเกลือ (100),DEFAULT,,300
A-PRSS-SCap200,ฝาไม้ก๊อกของขวดเกลือ (200),DEFAULT,,200
A-PRSS-SCap300,ฝาไม้ก๊อกของขวดเกลือ (300),DEFAULT,,150
A-PRSS-Spoon100,ช้อนไม้ ขวดเกลือ (100),DEFAULT,,500
A-PRSS-Spoon200,ช้อนไม้ ขวดเกลือ (200),DEFAULT,,400
A-PT2011-0060W,ตัว ขวดแพนทีน 60ml ขาว,DEFAULT,,
A-PT2011-0200W,ขวดแพนทีน 200ml,DEFAULT,,
A-PT2011-0200W-CapG,ฝาขวดแพนทีน200 - ทอง(เหลือง),DEFAULT,,100
A-PT2011-0200W-CapS,ฝาขวดแพนทีน200 - เงิน(เทา),DEFAULT,,100
A-PT2011-CAP060,ฝา ขวดแพนทีน ของ60ml สีน้ำเงิน,DEFAULT,,500
A-PXFH05-100C,ขวด FH5 - 100ml ใส,DEFAULT,,
A-PXFH06-060C,ขวด FH6 - 60ml ใส,DEFAULT,400,50
A-PXFH06-120C,ขวด FH6 - 120ml ใส,DEFAULT,,
A-PXFH07-120C,ขวด FH7 - 120ml ใส,DEFAULT,,
A-PXFH07-150C,ขวด FH7 - 150ml ใส,DEFAULT,,
A-PXFH14-0120C,ขวด FH14 - 120ml ใส,DEFAULT,,
A-PXFH14-0300C,ขวด FH14 - 300ml ใส,DEFAULT,,
A-PXFH14-0500C,ขวด FH14 - 500ml ใส,DEFAULT,,
A-PXFH20-100C,ขวด FH20 - 100g ใส,DEFAULT,,
A-PXFH26-250C,ขวด FH26 - 250ml ใส,DEFAULT,,
A-PXFH31-100C,ขวด FH31 - 100ml ใส (590/ลัง),DEFAULT,,
A-PXFH31-150C,ขวด FH31 - 150ml ใส (330/ลัง),DEFAULT,,
A-PXTE-030CF,ขวดแก้ว TE 30ML ใสฝ้า,DEFAULT,,100
A-PXTE-040CF,ขวดแก้ว TE 40ML ใสฝ้า,DEFAULT,,100
A-PXTE-050CF,ขวดแก้ว TE 50ML ใสฝ้า,DEFAULT,,100
A-PXTE-060CF,ขวดแก้ว TE 60ML ใสฝ้า,DEFAULT,,75
A-PXTE-080CF,ขวดแก้ว TE 80ML ใสฝ้า,DEFAULT,,50
A-PXTE-GL030,แท่งแก้ว TE (30),DEFAULT,,800
A-PXTE-GL040,แท่งแก้ว TE (40),DEFAULT,,800
A-PXTE-GL050,แท่งแก้ว TE (50),DEFAULT,,700
A-PXTE-GL060,แท่งแก้ว TE (60),DEFAULT,,700
A-PXTE-GL080,แท่งแก้ว TE (80),DEFAULT,,700
A-PXTE-ZRING,วงแหวนรองฝา TE,DEFAULT,,
A-PXTF-03CB,ขวดแก้ว 3ml สีใส + ฝาเกลียวดำ/ขาว+จุก,DEFAULT,,700
A-PXTF-04TT,ขวดเทสเตอร์ 2ml,DEFAULT,,600
A-PXTF-05CW,ขวดแก้วฝาฉีก 4ml สีใส (เฉพาะขวด),DEFAULT,,500
A-PXTF-05TW,ขวดแก้วฝาฉีก 4ml สีชา (เฉพาะขวด),DEFAULT,,500
A-PXTF-CAPW,ฝาฉีก (ขวดแก้ว4ml),DEFAULT,,700
A-PXTG-005G,ขวดอโรมา 5 กรัมเขียวใส,DEFAULT,,500
A-PXTG-005NF,ขวดอโรมา 5 กรัมนํ้าเงินฝ้า,DEFAULT,,500
A-PXTG-010B,ขวดอโรมา 10 กรัมดำใส,DEFAULT,,
A-PXTG-010G,ขวดอโรมา 10 กรัมเขียวใส,DEFAULT,,
A-PXTG-015BF,ขวดอโรมา 15 กรัมดำฝ้า,DEFAULT,,
A-PXTG-015N,ขวดอโรมา 15 กรัมนํ้าเงินใส,DEFAULT,,
A-PXTG-015TF,ขวดอโรมา 15 กรัมสีชาฝ้า,DEFAULT,,
A-PXTG-020N,ขวดอโรมา 20 กรัมนํ้าเงินใส,DEFAULT,,
A-PXTG-020NF,ขวดอโรมา 20 กรัมนํ้าเงินฝ้า,DEFAULT,,
A-PXTG-030TF,ขวดอโรมา 30 กรัมสีชาฝ้า,DEFAULT,,
A-PXTG-050BF,ขวดอโรมา 50 กรัมดำฝ้า,DEFAULT,,
A-PXTG-050G,ขวดอโรมา 50 กรัมเขียวใส,DEFAULT,,
A-PXTG-100G,ขวดอโรมา 100 กรัมเขียวใส,DEFAULT,,
A-PXTG-100T,ขวดอโรมา 100 กรัมชาใส,DEFAULT,,
A-PXTG-100T,ขวดอโรมา 100 กรัมชาใส,DEFAULT,,
A-PXTG-100TF,ขวดอโรมา 100 กรัมสีชาฝ้า,DEFAULT,,
A-PXTG1632-003C,ขวดอโรมา 3ml (16x32) ใสปิ๊ง,DEFAULT,,600
A-PXTG1632-003GR,ขวดอโรมา 3ml (16x32) เขียวใส,DEFAULT,,600
A-PXTG1632-003GT,ขวดอโรมา 3ml (16x32) ทองเงาทึบ,DEFAULT,,600
A-PXTG1632-003N,ขวดอโรมา 3ml (16x32) น้ำเงินใส,DEFAULT,,600
A-PXTG1632-003PT,ขวดอโรมา 3ml (16x32) ชมพูเงาทึบ,DEFAULT,,600
A-PXTG1632-003S,ขวดอโรมา 3ml (16x32) เงินทึบ,DEFAULT,,600
A-PXTG1632-003ST,ขวดอโรมา 3ml (16x32) เงินเงาทึบ,DEFAULT,,600
A-PXTG1632-003T,ขวดอโรมา 3ml (16x32) ชาใส,DEFAULT,,600
A-PXTG1632-003WT,ขวดอโรมา 3ml (16x32) ขาวทึบ,DEFAULT,,600
A-PXTG1645-005C,ขวดอโรมา 5ml (16x45) ใสปิ๊ง,DEFAULT,,500
A-PXTG1645-005GT,ขวดอโรมา 5ml (16x45) ทองเงาทึบ,DEFAULT,,500
A-PXTG1645-005PT,ขวดอโรมา 5ml (16x45) ชมพูเงาทึบ,DEFAULT,,500
A-PXTG1645-005ST,ขวดอโรมา 5ml (16x45) เงินเงาทึบ,DEFAULT,,500
A-PXTG1645-005T,ขวดอโรมา 5ml (16x45) ชาใส,DEFAULT,,500
A-PXTG1645-005WT,ขวดอโรมา 5ml (16x45) ขาวทึบ,DEFAULT,,500
A-PXTG1660-007C,ขวดอโรมา 7ml (16x60) ใสปิ๊ง,DEFAULT,,400
A-PXTG1660-007GR,ขวดอโรมา 7ml (16x60) เขียวใส,DEFAULT,,400
A-PXTG1660-007N,ขวดอโรมา 7ml (16x60) น้ำเงินใส,DEFAULT,,400
A-PXTG1660-007T,ขวดอโรมา 7ml (16x60) ชาใส,DEFAULT,,400
A-PXTG1660-007WT,ขวดอโรมา 7ml (16x60) ขาวทึบ,DEFAULT,,400
A-PXTG1660-3GT,แท่งแก้ว Dropper ของ 3g (1632),DEFAULT,,700
A-PXTG1660-5GT,แท่งแก้ว Dropper ของ 5g (1645),DEFAULT,,700
A-PXTG1660-7GT,แท่งแก้ว Dropper ของ 7g (1660),DEFAULT,,700
A-PXTG1660-DBB-S,ฝาอโรมา Dropper ดำเงา (1632/1645/1660),DEFAULT,,700
A-PXTG1660-DGD-S,ฝาอโรมา Dropper ทองด้าน (1632/1645/1660),DEFAULT,,700
A-PXTG1660-DGG-S,ฝาอโรมา Dropper ทองเงา (1632/1645/1660),DEFAULT,,700
A-PXTG1660-DPP-S,ฝาอโรมา Dropper ชมพูเงา (1632/1645/1660),DEFAULT,,700
A-PXTG1660-DSD-S,ฝาอโรมา Dropper เงินด้าน (1632/1645/1660),DEFAULT,,700
A-PXTG1660-DSS-S,ฝาอโรมา Dropper เงินเงา (1632/1645/1660),DEFAULT,,700
A-PXTG1660-DWW-S,ฝาอโรมา Dropper ขาวเงา (1632/1645/1660),DEFAULT,,700
A-PXTG1660-JR,จุกรูลิ้น (1632/1645/1660),DEFAULT,,800
A-PXTG1660-JT,จุกตัน (1632/1645/1660),DEFAULT,,800
A-PXTG1660-KCB,ฝาเกลียวดำ (1632/1645/1660),DEFAULT,,800
A-PXTG1660-KCW,ฝาเกลียวขาว (1632/1645/1660),DEFAULT,,800
A-PXTG1660-RJookB,จุกยางอโรม่า (1632/1645/1660) ดำ,DEFAULT,,800
A-PXTG1660-RJookW,จุกยางอโรม่า (1632/1645/1660) ขาว,DEFAULT,,800
A-PXTG-DBB,ฝาอโรมา Dropper ดำเงา,DEFAULT,,800
A-PXTG-DGC,ฝาอโรมา Dropper ทองเส้น,DEFAULT,,800
A-PXTG-DGD,ฝาอโรมา Dropper ทองด้าน,DEFAULT,,800
A-PXTG-DGG,ฝาอโรมา Dropper ทองเงา,DEFAULT,,800
A-PXTG-DSC,ฝาอโรมา Dropper เงินเส้น,DEFAULT,,800
A-PXTG-DSD,ฝาอโรมา Dropper เงินด้าน,DEFAULT,,800
A-PXTG-DSS,ฝาอโรมา Dropper เงินเงา,DEFAULT,,800
A-PXTG-DWW,ฝาอโรมา Dropper ขาวล้วน,DEFAULT,,800
A-PXTG-DZJookW,จุกยางอโรม่า สีขาว,DEFAULT,,800
A-PXTG-KBB,ฝาอโรมาเกลียวดำเงา,DEFAULT,,800
A-PXTG-KPB,ฝาอโรมาเกลียวพลาสติคดำ,DEFAULT,,800
A-PXTG-KPW,ฝาอโรมาเกลียวพลาสติคขาว,DEFAULT,,800
A-PXTG-RKJ,จุกหยด Aroma,DEFAULT,,800
A-PXTS-010BR,ขวดเอสเต้ 10ml สีชาใส,DEFAULT,,200
A-PXTS-010BRF,ขวดเอสเต้ 10ml สีชาฝ้า,DEFAULT,,200
A-PXTS-020BR,ขวดเอสเต้ 20ml สีชาใส,DEFAULT,,100
A-PXTS-020BRF,ขวดเอสเต้ 20ml สีชาฝ้า,DEFAULT,,100
A-PXTS-030BR,ขวดเอสเต้ 30ml สีชาใส,DEFAULT,,100
A-PXTS-030BRF,ขวดเอสเต้ 30ml สีชาฝ้า,DEFAULT,,100
A-PXTS-050BR,ขวดเอสเต้ 50ml สีชาใส,DEFAULT,,75
A-PXTS-050BRF,ขวดเอสเต้ 50ml สีชาฝ้า,DEFAULT,,75
A-PXTS-100BR,ขวดเอสเต้ 100ml สีชาใส,DEFAULT,,50
A-PXTS-100BRF,ขวดเอสเต้ 100ml สีชาฝ้า,DEFAULT,,50
A-PXTS-DSB,ดรอปเปอร์เอสเต้ ทองเงา จุกดำ,DEFAULT,,250
A-PXTS-DSW,ดรอปเปอร์เอสเต้ ทองเงา จุกขาว,DEFAULT,,500
A-PXTS-DTGGK,Dropper เอสเต้DT ทองเงาคาดเงิน,DEFAULT,,400
A-PXTS-ETGG,ฝาเกลียวเอสเต้ ET สีทองเงา,DEFAULT,,300
A-PXTS-Jook,จุกในขวดเอสเต้,DEFAULT,,500
A-PXTS-Z010,แท่งแก้วเอสเต้ (10ml),DEFAULT,,800
A-PXTS-Z020,แท่งแก้วเอสเต้ (20ml),DEFAULT,,700
A-PXTS-Z030,แท่งแก้วเอสเต้ (30ml),DEFAULT,,700
A-PXTS-Z050,แท่งแก้วเอสเต้ (50ml),DEFAULT,,600
A-PXTS-Z100,แท่งแก้วเอสเต้ (100ml),DEFAULT,,500
A-PXTV-001CC,ขวดวิตามินหักหัว 1ml ใส,DEFAULT,,800
A-PXTV-002CC,ขวดวิตามินหักหัว 2ml ใส,DEFAULT,,800
A-PXTV-CAP1ML,ฝา ขวดวิตามินหักหัว (1ML),DEFAULT,,800
A-PXTV-CAP2ML,ฝา ขวดวิตามินหักหัว (2ML),DEFAULT,,800
A-PXTV-Jook,จุก ขวดวิตามินหักหัว,DEFAULT,,5000
A-RKKD-300C,ขวดกระดิ่งนํ้าแร่ 300 ml ใส,DEFAULT,,
A-RKPTT-300C,ขวดระฆัง PETไทย 300ml,DEFAULT,100,
A-RORA-060WW,ขวดโรลออน RA-60ml เรโซน่า ขาวฝาขาว บิ๊กบอล,DEFAULT,200,
A-RORABall-060,ลูกกลิ้งโรลออน (บิ๊กบอลเรโซน่า),DEFAULT,,200
A-RORACap-060,ฝาขวดโรลออน (เรโชน่า) ขาว,DEFAULT,,
A-RORP-015WW,ตัวขวดโรลออน RP-15ml ขาว,DEFAULT,,150
A-RORP-030WW,ตัวขวดโรลออน RP-30ml ขาว,DEFAULT,250,50
A-RORP-045WW,ตัวขวดโรลออน RP-45ml ขาว,DEFAULT,200,50
A-RORPBall-15,ลูกกลิ้งโรลออน (15),DEFAULT,,800
A-RORPBall-30/45,ลูกกลิ้งโรลออน (30/45),DEFAULT,,500
A-RORP-CAP015W,ฝาขวดโรลออน (15) ขาว,DEFAULT,,250
A-RORP-CAP015W,ฝาขวดโรลออน (15) ขาว,DEFAULT,,250
A-RORP-CAP045W,ฝาขวดโรลออน (30/45) ขาว,DEFAULT,,150
A-ROSI-045W,ขวดน้ำมันจักร 45ml (ชุดขวด+ฝา),DEFAULT,300,50
A-RUVM-005C,ขวด VM 5ml ใส,DEFAULT,,300
A-RUVM-005W,ขวด VM 5ml ขาว,DEFAULT,,300
A-RUVM-015C,ขวด VM 15ml ใส,DEFAULT,,200
A-SUPT-030C,ขวด PET 30 คอ22,DEFAULT,,100
A-SUPT-030G,ขวด PET 30 สีเขียว คอ22,DEFAULT,,100
A-SUPT-030N,ขวด PET 30 สีนํ้าเงิน คอ22,DEFAULT,,100
A-SUPT-030T,ขวด PET 30 สีชา คอ22,DEFAULT,,100
A-SUPT-060C,ขวด PET 60 คอ22,DEFAULT,,50
A-SUPT-060N,ขวด PET 60 สีนํ้าเงิน คอ 22,DEFAULT,,50
A-SUPT-060T,ขวด PET 60 สีชา คอ22,DEFAULT,,50
A-TG01-040B,ขวด TG 01 - 40ml ดำ,DEFAULT,100,100
A-TG01-040C,ขวด TG 01 - 40ml ใส,DEFAULT,100,100
A-TG01-040W,ขวด TG 01 - 40ml ขาว,DEFAULT,100,100
A-TG02-040B,ขวด TG 02 - 40ml ดำ,DEFAULT,100,100
A-TG02-040C,ขวด TG 02 - 40ml ใส,DEFAULT,100,100
